day_index,region_label,topic_hint,node_count,edge_count,triangle_count,E,E_oriented,r,orientation_score,triangle_homogeneity_pre,triangle_homogeneity_post,delta
0,US,Federal Reserve and Treasury respond; Senate and Congress debate,6,15,20,2.068338162588641,1.7665005642614051,1,0.2536231884057971,0.9999999999999998,1.0,2.220446049250313e-16
0,EU,ECB and Brussels tighten; Germany and France align,6,15,20,1.4646814230586909,1.2893120907603937,1,0.5442176870748299,1.0,1.0,0.0
0,MEA,Iran and Saudi Arabia in tension; Israel and Egypt watch,5,10,10,3.322337758861678,2.8571139753028274,1,0.0,1.0,0.9999999999999998,-2.220446049250313e-16
0,APAC,"China and Taiwan strain; Japan, Korea, ASEAN watch",6,15,20,2.4847617293159283,2.2167093719240505,1,0.25675675675675674,1.0,1.0,0.0
0,Markets,S&P 500 and Nasdaq diverge; Bond market and Treasury yields shift,6,15,20,2.197935649975125,1.9438853138980974,1,0.22900763358778625,1.0,0.9999999999999998,-2.220446049250313e-16
0,Tech,OpenAI and Anthropic compete; semiconductor and chip supply tight,4,6,4,1.371461188540171,1.243088836856908,1,0.3255813953488372,1.0,1.0,0.0
1,US,Supreme Court ruling pending; White House and Treasury respond,9,24,30,4.136676325177282,3.5330011285228102,2,0.2536231884057971,0.9175042088615694,0.9175042088615695,1.1102230246251565e-16
1,EU,European Commission and Brussels debate; Germany and France clash,8,24,36,3.2300390990341468,2.8328608014626333,2,0.4844290657439447,0.7637129078732092,0.7638083227218544,9.541484864517003e-05
1,MEA,OPEC and Iran posture; Saudi Arabia and Gulf respond,8,19,20,6.243773847167669,5.375245790683193,2,0.0,0.8937457383940017,0.8937658243437697,2.0085949767989497e-05
1,APAC,Japan and Korea align; China and Taiwan in tension,7,19,26,5.0812948161503195,4.530861612127289,2,0.29906542056074764,0.7532559925698791,0.7533641769675555,0.00010818439767645849
1,Markets,Nasdaq and Bond market react; S&P 500 and Treasury yields steady,7,20,30,3.997298323316916,3.511639989222269,2,0.24291497975708498,0.7635163821718458,0.7634736652952141,-4.2716876631709866e-05
1,Tech,Anthropic and OpenAI release; chip and semiconductor industries respond,5,9,7,2.742922377080342,2.486177673713816,2,0.3255813953488372,0.6969542366343369,0.6969542366343369,0.0
2,US,Senate and Congress in deadlock; Federal Reserve cautious,10,28,36,6.205014487765923,5.299501692784215,2,0.25362318840579706,0.7898321511473317,0.7898321511473317,0.0
2,EU,ECB and European Commission caution; Germany and France diverge,9,30,50,4.694720522092838,4.122172892223027,2,0.4807692307692307,0.6819238033965815,0.682116807862644,0.0001930044660624075
2,MEA,"Saudi Arabia, Iran, Israel, Egypt, and Gulf in flux",9,26,35,9.16520993547366,7.893377606063559,2,0.0,0.7114213949700486,0.7115833432055602,0.00016194823551152204
2,APAC,"ASEAN and Australia brace; China, Japan, Korea respond",9,28,42,7.276926232429025,6.506031692408067,2,0.2951541850220264,0.6591606316909059,0.6595411352927069,0.0003805036018009744
2,Markets,Treasury yields and Bond market tighten; S&P 500 and Nasdaq fall,8,25,40,5.796660996658708,5.079394664546441,2,0.2479338842975206,0.5751198090266314,0.5750856668558352,-3.414217079622528e-05
2,Tech,"Semiconductor demand peaks; OpenAI, Anthropic, chip suppliers move",6,12,10,4.114383565620513,3.729266510570724,2,0.32558139534883723,0.4908831175456858,0.4908831175456857,-1.1102230246251565e-16
3,US,Treasury and White House align; Federal Reserve and Senate hesitate,11,35,51,8.273352650354564,7.0660022570456205,2,0.2797202797202797,0.660857414603583,0.660857414603583,0.0
3,EU,Brussels and ECB align; European Commission and Germany respond,10,35,60,6.1594019451515285,5.411484982983421,2,0.49733570159857904,0.6092629362990931,0.609456411816786,0.00019347551769288707
3,MEA,OPEC and Saudi Arabia steady; Iran and Israel volatile,10,31,44,12.086646023779652,10.411509421443926,2,0.0,0.6364247955687622,0.6365671752839549,0.00014237971519270864
3,APAC,"China, Japan, Korea, Taiwan, ASEAN, Australia in flux",10,35,61,9.47255764870773,8.481201772688845,2,0.293015332197615,0.5571420666973003,0.5575639840536698,0.00042191735636953887
3,Markets,"S&P 500, Nasdaq, Bond market, Treasury yields all diverge",9,30,50,7.596023670000499,6.647149339870612,2,0.25052192066805845,0.4338790168284279,0.4338546582396095,-2.435858881838504e-05
3,Tech,Chip and semiconductor capacity tight; OpenAI and Anthropic invest,7,15,13,5.485844754160684,4.972355347427632,2,0.3255813953488372,0.34728604813549463,0.3472860481354945,-1.1102230246251565e-16
4,US,Supreme Court and Senate clash; Congress and White House divided,12,43,72,10.642367065859968,9.086739441248872,2,0.2689655172413793,0.6292111707312803,0.6291428200398568,-6.835069142352435e-05
4,EU,Germany and France resist; Brussels and European Commission press,11,40,70,7.624083368210219,6.700797073743814,2,0.4927536231884058,0.49504368471706195,0.49523487983896686,0.00019119512190490795
4,MEA,"Iran and Egypt diverge; Saudi Arabia, Israel, OPEC respond",11,37,58,15.008082112085644,12.929641236824292,2,0.0,0.5312637492032519,0.531392301561744,0.00012855235849207336
4,APAC,"Taiwan and Japan caution; China, Korea, ASEAN cautious",11,40,71,11.668189064986434,10.456371852969623,2,0.2916666666666667,0.4454921415921199,0.44581276304907924,0.00032062145695932465
4,Markets,Bond market and S&P 500 align; Nasdaq and Treasury yields move,10,35,60,9.39538634334229,8.214904015194785,2,0.2764227642276422,0.32625626381440415,0.32623888465521855,-1.7379159185593185e-05
4,Tech,OpenAI and chip suppliers align; Anthropic and semiconductor hold,8,18,16,6.857305942700855,6.215444184284539,2,0.35555555555555557,0.242385591585842,0.24238559158584178,-2.220446049250313e-16
5,US,"Federal Reserve, Treasury, Senate, and Congress react to crisis",13,48,82,13.096212312498242,11.175292394367974,2,0.26047565118912797,0.5280904935281779,0.5281025878478919,1.2094319713940038e-05
5,EU,"European Union and ECB steady; Germany, France, Brussels confer",12,45,80,9.08876479126891,7.990109164504208,2,0.48959608323133413,0.4151366975266065,0.41523058423424236,9.38867076358818e-05
5,MEA,Gulf and OPEC align; Iran and Saudi Arabia compete,12,41,64,17.929518200391634,15.447773052204658,2,0.022421524663677132,0.47853785284958517,0.4786022428067753,6.43899571901585e-05
5,APAC,Korea and Japan converge; China and Taiwan harden,12,44,77,13.86382048126514,12.4315419332504,2,0.3029953917050691,0.37915458832069887,0.3794146414772424,0.0002600531565435382
5,Markets,Treasury yields and Nasdaq spike; S&P 500 and Bond market hesitate,11,40,70,11.194749016684082,9.782658690518957,2,0.27359781121751026,0.24216184870725382,0.242149189440745,-1.2659266508813216e-05
5,Tech,Anthropic and OpenAI publish; chip and semiconductor tighten,9,21,19,8.228767131241026,7.458533021141448,2,0.35074626865671643,0.16263670648961484,0.16263670648961484,0.0
6,US,White House and Supreme Court disagree; Senate and Treasury watch,14,53,92,15.164550475086882,12.94179295862938,2,0.2702702702702703,0.47923874831750807,0.47921314266479703,-2.5605652711035987e-05
6,EU,Germany and ECB align; Brussels and France hesitate,13,50,90,10.5534462143276,9.279421255264602,2,0.49792531120331956,0.3386780964127007,0.3387028686235063,2.4772210805601436e-05
6,MEA,"Israel and Egypt confer; Iran, Saudi Arabia, Gulf react",13,46,74,20.850954288697626,17.965904867585024,2,0.019342359767891684,0.4159280827248684,0.4159910037878381,6.292106296967859e-05
6,APAC,"Australia and ASEAN watchful; China, Japan, Korea react",13,49,87,16.059451897543845,14.406712013531177,2,0.3006993006993007,0.32831760468506116,0.32848688402681575,0.00016927934175459125
6,Markets,Nasdaq and S&P 500 rally; Treasury yields and Bond market hold,12,45,80,12.994111690025873,11.350413365843128,2,0.27154663518299876,0.1748758324638458,0.17486638879228125,-9.443671564551837e-06
6,Tech,Semiconductor and chip supply ease; OpenAI and Anthropic expand,10,24,22,9.600228319781198,8.701621857998356,2,0.3472668810289389,0.10004591485348487,0.10004591485348487,0.0
7,US,Congress and Federal Reserve debate; Senate and White House silent,15,58,102,17.232888637675522,14.708293522890784,2,0.2683134582623509,0.4284210865615604,0.42841549980642213,-5.586755138287103e-06
7,EU,European Commission and ECB tighten; Germany and France comply,14,55,100,12.018127637386291,10.568733346024995,2,0.49495875343721357,0.28791047578508094,0.2879191888711104,8.713086029454864e-06
7,MEA,OPEC and Gulf tighten; Iran and Saudi Arabia in standoff,14,50,80,24.173292047559304,20.82301884288785,2,0.016722408026755852,0.36379410095611686,0.36387509972959287,8.099877347600426e-05
7,APAC,"China and Korea diverge; Japan, Taiwan, ASEAN respond",14,54,97,18.25508331382255,16.381882093811956,2,0.29894179894179895,0.2618343292785734,0.261976589040324,0.00014225976175058497
7,Markets,Bond market and Treasury yields ease; S&P 500 and Nasdaq mixed,13,50,90,14.793474363367665,12.9181680411673,2,0.2699896157840083,0.11991843599024461,0.11991123020249286,-7.20578775174896e-06
7,Tech,"OpenAI, Anthropic, chip, semiconductor sector reshapes",11,27,25,10.971689508321369,9.944710694855264,2,0.3446327683615819,0.04964848608528008,0.04964848608528019,1.1102230246251565e-16
8,US,"Treasury, Senate, and Federal Reserve deliberate; Supreme Court rules",16,64,117,19.301226800264164,16.47479408715219,2,0.2667682926829268,0.3890345332184279,0.38903314963098096,-1.3835874469458886e-06
8,EU,Brussels and Germany pressure France; ECB and European Commission watch,15,61,115,13.868316144494614,12.180097825643086,2,0.4846526655896608,0.2245760080118297,0.22441348106942885,-0.00016252694240084797
8,MEA,"Saudi Arabia, Israel, Egypt cooperate; Iran and Gulf cautious",15,55,90,27.094728135865296,23.34115065826822,2,0.02586844050258684,0.3068008755619646,0.3068536968044826,5.2821242517986366e-05
8,APAC,"Japan, Korea, ASEAN, Australia confer; China and Taiwan strain",15,60,112,20.739845043138477,18.598591465736007,2,0.29407176287051484,0.21657181208823775,0.21661189448950988,4.008240127212348e-05
8,Markets,S&P 500 and Bond market diverge; Nasdaq and Treasury yields stable,14,55,100,16.592837036709454,14.485922716491471,2,0.2687673772011121,0.10099192040971106,0.10109878878436084,0.0001068683746497795
8,Tech,Chip suppliers and Anthropic align; OpenAI and semiconductor diverge,12,30,28,12.343150696861539,11.187799531712171,2,0.3587223587223587,0.03571428571428571,0.03571428571428571,0.0
9,US,Federal Reserve and Treasury tighten; Senate and Congress respond,17,69,127,21.369564962852806,18.241294651413593,2,0.2655172413793103,0.33431053415748097,0.33430741679601905,-3.117361461912882e-06
9,EU,"European Union, ECB, Brussels, Germany, France converge",16,66,125,15.332997567553305,13.46940991640348,2,0.48913043478260876,0.1847918171032542,0.18458879285616683,-0.00020302424708737443
9,MEA,"Iran, Saudi Arabia, Israel, Egypt, OPEC, and Gulf converge",16,61,105,30.016164224171288,25.859282473648584,2,0.03311258278145695,0.249812172479889,0.24985675121213527,4.457873224628095e-05
9,APAC,"China, Japan, Korea, Taiwan, ASEAN, Australia coordinate",16,66,127,22.93547645941718,20.573761546016783,2,0.2932862190812721,0.17379856357569054,0.1737030829469206,-9.54806287699339e-05
9,Markets,"S&P 500, Nasdaq, Bond market, Treasury yields converge",15,60,110,18.392199710051248,16.053677391815643,2,0.27685950413223137,0.09090909090909091,0.0909090909090909,-1.3877787807814457e-17
9,Tech,"OpenAI, Anthropic, chip, semiconductor sectors converge",13,33,31,13.71461188540171,12.430888368569079,2,0.366120218579235,0.03225806451612903,0.03225806451612903,0.0
10,US,Federal Reserve and Treasury respond; Senate and Congress debate,17,69,127,23.437903125441444,20.007795215675,2,0.26448362720403024,0.323979888770973,0.3239666295022135,-1.325926875950234e-05
10,EU,ECB and Brussels tighten; Germany and France align,16,66,125,16.797678990611995,14.758722007163874,2,0.49443352979698757,0.18904874156882978,0.18887217518764318,-0.00017656638118659918
10,MEA,Iran and Saudi Arabia in tension; Israel and Egypt watch,16,61,105,33.33850198303296,28.71639644895141,2,0.02990430622009569,0.2438817441158743,0.24397702467686647,9.528056099217252e-05
10,APAC,"China and Taiwan strain; Japan, Korea, ASEAN watch",16,66,127,25.420238188733112,22.790470917940834,2,0.289827255278311,0.18191296626653278,0.18182436111380854,-8.860515272424152e-05
10,Markets,S&P 500 and Nasdaq diverge; Bond market and Treasury yields shift,15,60,110,20.590135360026373,17.99756270571374,2,0.27218493661446674,0.10883498015459753,0.108948485675324,0.00011350552072647568
10,Tech,OpenAI and Anthropic compete; semiconductor and chip supply tight,13,33,31,15.086073073941883,13.673977205425988,2,0.3626373626373626,0.046916631862207396,0.04691663186220739,-6.938893903907228e-18
11,US,Supreme Court ruling pending; White House and Treasury respond,17,69,127,25.506241288030086,21.774295779936406,2,0.26361529548088064,0.3251221138693236,0.3250731064563991,-4.900741292451771e-05
11,EU,European Commission and Brussels debate; Germany and France clash,16,66,125,18.56303666658745,16.302270717866115,2,0.4883163571000599,0.19454145932202713,0.19438804393166728,-0.00015341539035984564
11,MEA,OPEC and Iran posture; Saudi Arabia and Gulf respond,16,61,105,36.25993807133896,31.23452826433178,2,0.027563395810363836,0.2403080754034423,0.24039249655054767,8.442114710538462e-05
11,APAC,Japan and Korea align; China and Taiwan in tension,16,66,127,28.016771275567503,25.104623158144072,2,0.29435483870967744,0.18427549970497673,0.18411949837812241,-0.00015600132685431034
11,Markets,Nasdaq and Bond market react; S&P 500 and Treasury yields steady,15,60,110,22.389498033368163,19.565317381037914,2,0.27110501029512696,0.11525033458095593,0.11533800801674167,8.767343578573727e-05
11,Tech,Anthropic and OpenAI release; chip and semiconductor industries respond,13,33,31,16.457534262482053,14.917066042282896,2,0.35970561177552896,0.05473223035809335,0.054732230358093346,-6.938893903907228e-18
12,US,Senate and Congress in deadlock; Federal Reserve cautious,17,69,127,27.574579450618728,23.54079634419781,2,0.2628755364806867,0.32183514294498444,0.3217579855593271,-7.715738565733377e-05
12,EU,ECB and European Commission caution; Germany and France diverge,16,66,125,20.027718089646143,17.59158280862651,2,0.4871937639198218,0.19957000271690434,0.19939150256909244,-0.0001785001478118997
12,MEA,"Saudi Arabia, Iran, Israel, Egypt, and Gulf in flux",16,61,105,39.181374159644946,33.75266007971214,2,0.025562372188139056,0.2436898918600648,0.24372867696396222,3.878510389743184e-05
12,APAC,"ASEAN and Australia brace; China, Japan, Korea respond",16,66,127,30.212402691846208,27.07979323842485,2,0.2937399678972713,0.18827649537510852,0.1881495472930345,-0.0001269480820740021
12,Markets,Treasury yields and Bond market tighten; S&P 500 and Nasdaq fall,15,60,110,24.188860706709956,21.133072056362085,2,0.270184361093452,0.11655408191734738,0.11662100245517357,6.692053782618446e-05
12,Tech,"Semiconductor demand peaks; OpenAI, Anthropic, chip suppliers move",13,33,31,17.828995451022223,16.160154879139803,2,0.35720375106564367,0.05691244274205617,0.056912442742056195,2.7755575615628914e-17
13,US,Treasury and White House align; Federal Reserve and Senate hesitate,17,69,127,29.64291761320737,25.307296908459215,2,0.2695351137487636,0.32247607998967787,0.3224384869537681,-3.7593035909777583e-05
13,EU,Brussels and ECB align; European Commission and Germany respond,16,66,125,21.492399512704832,18.880894899386902,2,0.49150797735460633,0.20578950573689983,0.2056596268460914,-0.00012987889080842696
13,MEA,OPEC and Saudi Arabia steady; Iran and Israel volatile,16,61,105,42.10281024795094,36.27079189509251,2,0.023832221163012392,0.24514551287572597,0.2451909651843273,4.545230860131255e-05
13,APAC,"China, Japan, Korea, Taiwan, ASEAN, Australia in flux",16,66,127,32.40803410812491,29.054963318705628,2,0.2932067932067932,0.19368331644017345,0.19359691199038212,-8.640444979132744e-05
13,Markets,"S&P 500, Nasdaq, Bond market, Treasury yields all diverge",15,60,110,25.988223380051746,22.700826731686256,2,0.2693901716992303,0.11358672203761955,0.11363680659274947,5.008455512992005e-05
13,Tech,Chip and semiconductor capacity tight; OpenAI and Anthropic invest,13,33,31,19.200456639562397,17.403243715996712,2,0.3550436854646545,0.05439650003274962,0.05439650003274962,0.0
14,US,Supreme Court and Senate clash; Congress and White House divided,17,69,127,32.01193202871278,27.328034092662467,2,0.26666666666666666,0.3345197611435056,0.3345230249220861,3.263778580453458e-06
14,EU,Germany and France resist; Brussels and European Commission press,16,66,125,22.957080935763525,20.170206990147296,2,0.4903381642512077,0.20643662444597324,0.2064451917211346,8.567275161353027e-06
14,MEA,"Iran and Egypt diverge; Saudi Arabia, Israel, OPEC respond",16,61,105,45.02424633625693,38.78892371047288,2,0.02232142857142857,0.25307188844912726,0.2531094890544881,3.760060536084353e-05
14,APAC,"Taiwan and Japan caution; China, Korea, ASEAN cautious",16,66,127,34.60366552440362,31.030133398986404,2,0.2927400468384075,0.19020647042556188,0.19020301534469536,-3.455080866521243e-06
14,Markets,Bond market and S&P 500 align; Nasdaq and Treasury yields move,15,60,110,27.787586053393536,24.268581407010426,2,0.27671232876712326,0.10701407011674985,0.10705037993906856,3.630982231871138e-05
14,Tech,OpenAI and chip suppliers align; Anthropic and semiconductor hold,13,33,31,20.571917828102567,18.646332552853618,2,0.36263736263736257,0.04792590040279537,0.047925900402795305,-6.245004513516506e-17
